id_registry,registry,project_developer,project_name,project_type,saleable_credits_registered,credits_retired_all_time,total_buffer_pool_credits,estimated_annual_emission_reductions,project_description,methodology_version,state,project_status,start,end,crediting_period_term,certification_date,area_hectares,afolu,redd_type,public_or_indigenous_land,document_size_pages,gold_standard_ggc,vcs,ccb-silver,ccb-gold,ccb-biodiversity_gold,ccb-community_gold,ccb-climate_gold,ccb-no_distinction,ccb,ccb_development,fsc_certification,fsc_development,social_carbon,cdm,corsia,sdg,michael_greene_association,vcs_project_validator,legal_issues,legal_issues_-_more_information,ccb_project_status,ccb_project_type,ccb_project_validator,ccb_standard_edition,proponent_information,auditor_site_visit_to_and_from_date,number_of_verifications_ccb,first_verification,second_verification,third_verification,fourth_verification,fifth_verification,sixth__verification,seventh_verification
2871,VERRA,Ecológica Assessoria Ltda.,Green Valley Grouped REDD+ Project,REDD+,0,0,NA,117506,Agriculture Forestry and Other Land Use,VM0015,MT,Registration and verification approval requested,2018-07-05,2048-07-04,"1st, 05/07/2018 - 04/07/2048",NA,10526,REDD,AUD,0,57,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2878,VERRA,Future Carbon International LLC,Rio Madeira Grouped REDD+ Project,REDD+,0,0,NA,917817,Agriculture Forestry and Other Land Use,VM0015,RO/AM,Registration and verification approval requested,2019-10-23,2049-10-22,"1st, 23/10/2019 - 22/10/2049",NA,52274,REDD,AUD,0,62,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2950,VERRA,Multiple Proponents,Atlantic Forest Biodiversity Conservation Limeira Project REDD,REDD+,0,0,NA,11266,Agriculture Forestry and Other Land Use,VM0007,PR,Under validation,2017-01-01,2046-12-31,"1st, 01/01/2017 - 31/12/2046",NA,4340,REDD,AUD,0,120,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2980,VERRA,Multiple Proponents,Feijó REDD+ Project,REDD+,0,0,NA,238463,Agriculture Forestry and Other Land Use,VM0007//VM0015,AC,Registration and verification approval requested,2019-01-02,2049-01-01,"1st, 02/01/2019 - 01/01/2049",NA,43500,REDD,AUD/APD,0,77,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3002,VERRA,Multiple Proponents,Hiwi REDD+ Project,REDD+,0,0,NA,88084,Agriculture Forestry and Other Land Use,VM0015,AC,Registration and verification approval requested,2019-08-31,2049-08-30,"1st, 31/08/2019 - 30/08/2049",NA,20505,REDD,AUD,0,309,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,AENOR International S.A.U.,NA,NA,Under validation and verification,Reduced Emissions from Deforestation and Degradation,AENOR International S.A.U.,CCB Third Edition,NA,02-May-2022 to 05-May-2022,1,AENOR International S.A.U.,NA,NA,NA,NA,NA,NA
3041,VERRA,Easy Volt Brasil,EZVOLT - EV CHARGING NETWORK CARBON CREDITS PROJECT,Transportation,0,0,NA,14067,Transport,VM0038,RJ,Under development,2021-07-29,2031-07-28,"1st, 29/07/2021 - 28/07/2031",NA,NA,NA,NA,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3049,VERRA,Future Carbon Consultoria e Projetos Florestais LTDA,Rio Preto Grouped REDD+ Project,REDD+,0,0,NA,11541,Agriculture Forestry and Other Land Use,VM0015,MT,Under development,2019-05-29,2049-05-28,"1st, 29/05/2019 - 28/05/2049",NA,3096,REDD,AUD,0,48,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3050,VERRA,OnePlanet Ltda,Maraui Program - Grouped Project,REDD+,0,0,NA,200000,Agriculture Forestry and Other Land Use,VM0009,PI,Under validation,2021-09-01,2041-08-31,"1st, 01/09/2021 - 31/08/2041",NA,27458,REDD/ACoGS,NA,0,133,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3055,VERRA,Multiple Proponents,Itaúba REDD+ Project,REDD+,0,0,NA,28655,Agriculture Forestry and Other Land Use,VM0015,MT,Under validation,2021-12-14,2051-12-13,"1st, 14/12/2021 - 13/12/2051",NA,15352,REDD,AUD,0,246,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,Under Verification,Reduced Emissions from Deforestation and Degradation,Earthood Services Private Limited,CCB Third Edition,NA,17-Jul-2022 to 24-Jul-2022,1,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA
3141,VERRA,CARBON CREDITS CONSULTING S.R.L.,Western Amazon REDD+ Grouped Project,REDD+,0,0,NA,362077,Agriculture Forestry and Other Land Use,VM0015,AC/AM,Under validation,2019-01-01,2048-12-31,"1st, 01/01/2019 - 31/12/2048",NA,59959,REDD,AUD,0,123,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,RINA S.p.A (RINA),CCB Third Edition,NA,NA,1,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA
3152,VERRA,Ecológica Assessoria Ltda.,Alto Xingu Grouped REDD+ Project,REDD+,0,0,NA,57902,Agriculture Forestry and Other Land Use,VM0015,MT,Under development,2021-07-19,2051-07-18,"1st, 19/07/2021 - 18/07/2051",NA,15256,REDD,AUD,0,63,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3166,VERRA,ReforesTerra – Restauração de Ecossistemas Florestais Ltda,ReforesTerra Grouped Project,"Forestry, non REDD+",0,0,NA,26843,Agriculture Forestry and Other Land Use,ACM0003,RO,Registration requested,2022-11-15,2052-11-14,"1st, 15/11/2022 - 14/11/2052",NA,20000,ARR,NA,0,164,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,EPIC Sustainability Services Private Limited,NA,NA,Under validation,"Afforestation, Reforestation and Revegetation",NA,CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3281,VERRA,MATA NATIVA DO BRASIL ASSESSORIA E CONSULTORIA AMBIENTAL LTDA,ANDRADE SUN FARMS REDD+ FAZENDA SANTA RITA,REDD+,0,0,NA,6237,Agriculture Forestry and Other Land Use,VM0005//VM0007//VM0017,MG,Under development,2021-08-05,2041-08-04,"1st, 05/08/2021 - 04/08/2041",NA,728372,REDD,NA,0,57,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3299,VERRA,The Green Branch,Grouped Project Serra do Sudeste,"Forestry, non REDD+",0,0,NA,14560,Agriculture Forestry and Other Land Use,AR-ACM0003,RS,Registration requested,2021-10-05,2051-10-04,"1st, 05/10/2021 - 04/10/2051",NA,2953,ARR,NA,0,201,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Carbon Check (India) Private Ltd.,NA,NA,Under validation,"Afforestation, Reforestation and Revegetation",Carbon Check (India) Private Ltd.,CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3304,VERRA,Multiple Proponents,Boa Esperança Grouped REDD+ Project,REDD+,0,0,NA,5921,Agriculture Forestry and Other Land Use,VM0015,AM,Under development,2022-03-07,2032-03-06,"1st, 07/03/2022 - 06/03/2032",NA,8943,REDD,AUD,0,53,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3306,VERRA,Future Carbon Consultoria e Projetos Florestais LTDA,Buritirana Grouped REDD+ Project,REDD+,0,0,NA,5149,Agriculture Forestry and Other Land Use,VM0015,TO,Under development,2020-09-03,2030-09-02,"1st, 03/09/2020 - 02/09/2030",NA,4037,REDD,AUD,0,49,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3332,VERRA,SIM Sustainable Investment Management,SIMFlor Programme 2,REDD+,0,0,NA,1000000,Agriculture Forestry and Other Land Use,VM0007,AC/PA/MT/AM/RO/TO/MA,Under development,2022-07-01,2052-06-30,"1st, 01/07/2022 - 30/06/2052",NA,37020,REDD,APD,0,44,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4K Earth Sciences Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3334,VERRA,Para Redd Projects Limited,MARAJÓ REDD+ Project,REDD+,0,0,NA,298409,Agriculture Forestry and Other Land Use,VM0037,PA,Under validation,2021-10-23,2061-10-22,"1st, 23/10/2021 - 22/10/2061",NA,138285,REDD,AUD,0,152,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Ruby Canyon Engineering,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,Ruby Canyon Engineering,CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3380,VERRA,SIMFlor Ltd,SIMFlor Programme 1,REDD+,0,0,NA,1000000,Agriculture Forestry and Other Land Use,VM0007,AC/PA/MT/AM/RO/TO/MA,Under development,2022-08-01,2052-07-31,"1st, 01/08/2022 - 31/07/2052",NA,15121,REDD,APD,0,43,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3404,VERRA,ORIZON Valorização de Resíduos S.A.,ECOPARQUE PAULÍNIA LANDFILL GAS PROJECT,Waste Handling and Disposal,0,0,NA,1791964,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,ACM0001,SP,Under development,2022-06-01,2029-05-31,"1st, 01/06/2022 - 31/05/2029",NA,NA,NA,NA,0,173,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"LGAI Technological Center, S.A. (Applus+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3430,VERRA,Multiple Proponents,Juruá REDD+ Project,REDD+,0,0,NA,86557,Agriculture Forestry and Other Land Use,VM0015,AC,Registration requested,2020-08-01,2030-07-31,"1st, 01/08/2020 - 31/07/2030",NA,24076,REDD,AUD,0,188,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3447,VERRA,SLB International S.A.S.,ARR SLB Paraná,"Forestry, non REDD+",0,0,NA,36288,Agriculture Forestry and Other Land Use,AR-ACM0003,PR,Under validation,2018-12-18,2038-12-17,"1st, 18/12/2018 - 17/12/2038",NA,977,ARR,NA,0,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3451,VERRA,Future Carbon Consultoria e Projetos Florestais LTDA,Harpia Grouped REDD+ Project,REDD+,0,0,NA,51753,Agriculture Forestry and Other Land Use,VM0015,MT,Under development,2019-12-09,2029-12-08,"1st, 09/12/2019 - 08/12/2029",NA,18700,REDD,AUD,0,62,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3590,VERRA,Multiple Proponents,Jutaituba REDD+ Project,REDD+,0,0,NA,263356,Agriculture Forestry and Other Land Use,VM0015,PA,Under validation,2021-01-14,2031-01-13,"1st, 14/01/2021 - 13/01/2031",NA,129417,REDD,AUD,0,242,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,Earthood Services Private Limited,CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3601,VERRA,Multiple Proponents,CAAPII REDD+ PROJECT,REDD+,0,0,NA,470940,Agriculture Forestry and Other Land Use,VM0015,PA,Under validation,2019-07-25,2049-07-24,"1st, 25/07/2019 - 24/07/2049",NA,33767,REDD,AUD,0,358,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,Under validation and verification,Reduced Emissions from Deforestation and Degradation,RINA S.p.A (RINA),CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3617,VERRA,ORIZON Valorização de Resíduos S.A.,ECOPARQUE SERGIPE LANDFILL GAS PROJECT,Waste Handling and Disposal,0,0,NA,389909,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,ACM0001,SE,Under validation,2023-02-01,2030-01-31,"1st, 01/02/2023 - 31/01/2030",NA,NA,NA,NA,0,177,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"LGAI Technological Center, S.A. (Applus+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3631,VERRA,IACO AMBIENTAL LTDA,IACO REDD+ Project,REDD+,0,0,NA,773489,Agriculture Forestry and Other Land Use,VM0007,AC,Under validation,2021-12-16,2051-12-15,"1st, 16/12/2021 - 15/12/2051",NA,136364,REDD,AUD/APD,0,148,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3666,VERRA,Future Carbon Consultoria e Projetos Florestais LTDA,Xingu-Araguaia Grouped REDD+ Project,REDD+,0,0,NA,47380,Agriculture Forestry and Other Land Use,VM0015,MT,Under validation,2020-12-14,2050-12-13,"1st, 14/12/2020 - 13/12/2050",NA,9008,REDD,AUD,0,185,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3670,VERRA,UniCarbo Energia e Biogás Ltda.,MEIOESTE UNICARBO LANDFILL GAS TO ENERGY PROJECT,Waste Handling and Disposal,0,0,NA,207596,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,ACM0001,RS,Registration requested,2021-03-21,2028-03-20,"1st, 21/03/2021 - 20/03/2028",NA,NA,NA,NA,0,160,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"LGAI Technological Center, S.A. (Applus+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3727,VERRA,Multiple Proponents,Corridors for Life ARR Grouped Project,"Forestry, non REDD+",0,0,NA,584276,Agriculture Forestry and Other Land Use,AR-ACM0003,SP,Registration requested,2021-12-06,2071-12-05,"1st, 06/12/2021 - 05/12/2071",NA,75000,ARR,NA,0,172,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,Under validation,"Afforestation, Reforestation and Revegetation",Earthood Services Private Limited,CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3738,VERRA,Systemica Inteligência em Sustentabilidade S.A.,Triunfo do Xingu Grouped REDD+ Project,REDD+,0,0,NA,110887,Agriculture Forestry and Other Land Use,VM0015,PA,Registration requested,2022-08-31,2052-08-30,"1st, 31/08/2022 - 30/08/2052",NA,10636,REDD,AUD,0,198,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3743,VERRA,Re.Green Participações S.A.,RE.GREEN ATLANTIC FOREST REFORESTATION/RESTORATION PROJECT,"Forestry, non REDD+",0,0,NA,476740,Agriculture Forestry and Other Land Use,AR-ACM0003,RS/SC/PR/SP/GO/MS/RJ/MG/ES/BA/AL/SE/PB/PE/RN/CE/PI,Registration requested,2022-10-04,2122-10-03,"1st, 04/10/2022 - 03/10/2122",NA,88400,ARR,NA,0,156,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,AENOR International S.A.U.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3746,VERRA,NaturAll Carbon Limited,NaturAll Carbon Program – Conservation Agriculture and Land Management in Brazil,"Forestry, non REDD+",0,0,NA,78085,Agriculture Forestry and Other Land Use,VM0042,RS/SC/PR/SP/GO/MS/MT/RJ/MG/ES/BA/AL/SE/PB/PE/RN/CE/PI/DF/MA/TO/PA/RO,Under validation,2019-11-01,2039-01-31,"1st, 01/11/2019 - 31/10/2039",NA,NA,ALM,NA,0,110,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3772,VERRA,Re.Green Participações S.A.,RE.GREEN AMAZON FOREST REFORESTATION/RESTORATION PROJECT,"Forestry, non REDD+",0,0,NA,978010,Agriculture Forestry and Other Land Use,AR-ACM0003,AC/AP/AM/RO/RR/TO/MT/MA,Under validation,2022-10-15,2122-10-14,"1st, 15/10/2022 - 14/10/2122",NA,181500,ARR,NA,0,176,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,AENOR International S.A.U.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3798,VERRA,Multiple Proponents,iFood Pedal,Transportation,0,0,NA,17408,Transport,AMS-III.BM,SP/BA/RJ/PE,Under validation,2021-02-01,2031-01-31,"1st, 01/02/2021 - 31/01/2031",NA,NA,NA,NA,0,49,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,KBS Certification Services Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3816,VERRA,Multiple Proponents,Samaúma REDD+ Project,REDD+,0,0,NA,425835,Agriculture Forestry and Other Land Use,VM0007,AM,Under validation,2020-12-20,2050-12-19,"1st, 20/12/2020 - 19/12/2050",NA,71822,REDD,AUD/APD,0,271,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,EcoLance Private Limited,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,NA,CCB Third Edition,NA,NA,1,EcoLance Private Limited,NA,NA,NA,NA,NA,NA
3875,VERRA,Eldorado Brasil Celulose S.A.,FUTURE GREEN CARBON PROJECT,"Forestry, non REDD+",0,0,NA,135581,Agriculture Forestry and Other Land Use,AR-ACM0003,MS,Under validation,2021-01-04,2052-01-03,"1st, 04/01/2021 - 03/01/2052",NA,32226,ARR,NA,0,141,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,AENOR International S.A.U.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3877,VERRA,Lacan Investimentos e Participações Ltda,Reforestation of land for multiple uses,"Forestry, non REDD+",0,0,NA,480000,Agriculture Forestry and Other Land Use,AR-ACM0003,MT,Under validation,2020-01-15,2120-01-14,"1st, 15/01/2020 - 14/01/2120",NA,4324,ARR,NA,0,168,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3894,VERRA,Solvi Participações S.A.,SANTA MARIA LANDFILL GAS PROJECT,Waste Handling and Disposal,0,0,NA,101103,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,ACM0001,RS,Under validation,2022-10-20,2029-10-19,"1st, 20/10/2022 - 19/10/2029",NA,NA,NA,NA,0,146,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"LGAI Technological Center, S.A. (Applus+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3895,VERRA,Solvi Participações S.A.,ITVR SAO LEOPOLDO LANDFILL GAS PROJECT,Waste Handling and Disposal,0,0,NA,149307,Waste handling and disposal,ACM0001,RS,Under validation,2020-07-01,2027-06-30,"1st, 01/07/2020 - 30/06/2027",NA,NA,NA,NA,0,139,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"LGAI Technological Center, S.A. (Applus+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3916,VERRA,Solvi Participações S.A.,GIRUÁ LANDFILL GAS PROJECT,Waste Handling and Disposal,0,0,NA,60343,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,ACM0001,RS,Under validation,2022-09-26,2029-09-25,"1st, 26/09/2022 - 25/09/2029",NA,NA,NA,NA,0,138,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"LGAI Technological Center, S.A. (Applus+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4016,VERRA,Systemica Inteligência em Sustentabilidade S.A.,Amazon Biome Conservancy Grouped REDD+ Project,REDD+,0,0,NA,97926,Agriculture Forestry and Other Land Use,VM0007,AM,Registration requested,2022-11-19,2052-11-18,"1st, 19/11/2022 - 18/11/2052",NA,5140,REDD,APD,0,189,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,Earthood Services Private Limited,CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4027,VERRA,Solvi Participações S.A.,GUAMÁ LANDFILL GAS PROJECT,Waste Handling and Disposal,0,0,NA,325832,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,ACM0001,PA,Under validation,2022-03-01,2029-02-28,"1st, 01/03/2022 - 28/02/2029",NA,NA,NA,NA,0,146,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"LGAI Technological Center, S.A. (Applus+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4034,VERRA,Multiple Proponents,Agropalma REDD+ Project,REDD+,0,0,NA,671744,Agriculture Forestry and Other Land Use,VM0015,PA,Under validation,2021-08-04,2051-08-03,"1st, 04/08/2021 - 03/08/2051",NA,50519,REDD,AUD,0,275,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,EPIC Sustainability Services Private Limited,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,EPIC Sustainability Services Private Limited,CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4042,VERRA,BRCARBON SERVIÇOS AMBIENTAIS LTDA,Cauaxi REDD+ Grouped Project,REDD+,0,0,NA,529289,Agriculture Forestry and Other Land Use,VM0015,PA,Under validation,2022-05-02,2122-05-01,"1st, 02/05/2022 - 01/05/2122",NA,57204,REDD,AUD,0,205,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,RINA S.p.A (RINA),CCB Third Edition,NA,27-Mar-2023 to 31-Mar-2023,NA,NA,NA,NA,NA,NA,NA,NA
4068,VERRA,Future Carbon Holding S.A.,Amazon Bluecarbon Grouped REDD Project,REDD+,0,0,NA,3364,Agriculture Forestry and Other Land Use,VM0015,PA,Under validation,2022-09-08,2052-09-07,"1st, 08/09/2022 - 07/09/2052",NA,3242,REDD,AUD,0,145,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4069,VERRA,Future Carbon Holding S.A.,Mamuriá Grouped REDD Project,REDD+,0,0,NA,297630,Agriculture Forestry and Other Land Use,VM0007//VM0015,AC,Under validation,2020-10-07,2050-10-06,"1st, 07/10/2020 - 06/10/2050",NA,64564,REDD,AUD/APD,0,285,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4072,VERRA,CARBON CREDITS CONSULTING S.R.L.,Fazenda Boa Vista afforestation project,"Forestry, non REDD+",0,0,NA,21424,Agriculture Forestry and Other Land Use,AR-ACM0003,MG,Under validation,2020-01-23,2040-01-22,"1st, 23/01/2020 - 22/01/2040",NA,293,ARR,NA,0,99,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,EcoLance Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4082,VERRA,Future Carbon Holding S.A.,Canindé Grouped REDD+ Project,REDD+,0,0,NA,56149,Agriculture Forestry and Other Land Use,VM0007//VM0015,MT,Under validation,2022-10-10,2052-10-09,"1st, 10/10/2022 - 09/10/2052",NA,5301,REDD,AUD/APD,0,255,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4084,VERRA,Future Carbon Holding S.A.,Arataú REDD Project,REDD+,0,0,NA,217988,Agriculture Forestry and Other Land Use,VM0015,PA,Under validation,2022-06-23,2052-06-22,"1st, 23/06/2022 - 22/06/2052",NA,25418,REDD,AUD,0,184,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4089,VERRA,Future Carbon Holding S.A.,Uirapuru Grouped REDD Project,REDD+,0,0,NA,17021,Agriculture Forestry and Other Land Use,VM0007//VM0015,AC,Under validation,2020-10-13,2050-10-12,"1st, 13/10/2020 - 12/10/2050",NA,3290,REDD,AUD/APD,0,275,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4094,VERRA,Future Carbon Holding S.A.,Curuá Grouped REDD+ Project,REDD+,0,0,NA,105789,Agriculture Forestry and Other Land Use,VM0015,PA,Under validation,2020-06-08,2050-06-07,"1st, 08/06/2020 - 07/06/2050",NA,9550,REDD,AUD,0,184,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4095,VERRA,Future Carbon Holding S.A.,Rio Manito Grouped REDD Project,REDD+,0,0,NA,102785,Agriculture Forestry and Other Land Use,VM0015,MT,Under validation,2022-12-01,2052-11-30,"1st, 01/12/2022 - 30/11/2052",NA,13616,REDD,AUD,0,186,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
