id_registry;registry;project developer;project name;project type;saleable credits registered;credits retired (all time);total buffer pool credits;estimated annual emission reductions;project description;protocol/methodology version;state;project status;document size (pages);gold standard ggc;vcs;ccb-silver;ccb-gold;ccb-biodiversity gold;ccb-community gold;ccb-climate gold;ccb-no distinction;ccb;ccb_development;fsc certification;fsc_development;social carbon;cdm;corsia;sdg;michael_greene_association;area in hectares (ha);afolu;redd type;public_or_indigenous_land;vcs project validator;project_start_crediting;project_end_crediting;crediting period term;certification date;legal issues;legal issues - more information;ccb project status;ccb project type;ccb project validator;ccb standard edition;proponent information;auditor site visit to and from date;number of verification (ccb);first verification;second verification;third verification;fourth verification;fifth verification;sixth  verification;seventh verification
4509;VERRA;Native, a Public Benefit Corporation;Brazil Pastureland Regeneration with Native Palm Silvopasture;Forestry, non REDD+;0;0;NA;42396;Agriculture Forestry and Other Land Use;AR-ACM0003;SP;Under development;26;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;4000;ARR;NA;0;NA;10/01/2023;03/30/2043;1st, 01/10/2023 - 30/09/2043;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4535;VERRA;Logum Logística S.A.;SHIFT FROM ROAD FREIGHT TO PIPELINE IN TRANSPORTATION OF LIQUID FUELS IN BRAZIL;Transportation;0;0;NA;92059;Transport;AM0110;SP;Under validation;72;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;Earthood Services Private Limited;08/24/2021;08/23/2031;1st, 24/08/2021 - 23/08/2031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4542;VERRA;BRCARBON SERVIÇOS AMBIENTAIS LTDA;Amazônidas REDD+ AUDD Grouped Project;REDD+;0;0;NA;124528;Agriculture Forestry and Other Land Use;VM0015;AM;Under development;39;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;251706;REDD;AUD;1;NA;04/05/2023;04/04/2123;1st, 05/04/2023 - 04/04/2123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4552;VERRA;Multiple Proponents;UÁKIRY REDD+ AUDD  GROUPED PROJECT;REDD+;0;0;NA;215021;Agriculture Forestry and Other Land Use;VM0015;AC;Under development;39;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;84220;REDD;AUD;0;NA;08/02/2021;08/01/2121;1st, 02/08/2021 - 01/08/2121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4562;VERRA;UniCarbo Energia e Biogás Ltda.;IÇARA LANDFILL GAS PROJECT;Waste Handling and Disposal;0;0;NA;134953;Energy industries (renewable/non-renewable sources)//Waste handling and disposal;ACM0001;SC;Under validation;138;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;LGAI Technological Center, S.A. (Applus+);10/01/2021;09/30/2028;1st, 01/10/2021 - 30/09/2028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4592;VERRA;SYMBIOSIS INVESTIMENTOS E PARTICIPAÇÕES S.A.;Symbiosis Continuous Cover Forest Project;Forestry, non REDD+;0;0;NA;810396;Agriculture Forestry and Other Land Use;AR-ACM0003;BA;Under validation;127;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;236;ARR;NA;0;Earthood Services Private Limited;09/09/2020;09/08/2050;1st, 09/09/2020 - 08/09/2050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4593;VERRA;Tembici Participações;Cycling the Change;Transportation;0;0;NA;2654;Transport;AMS-III.BM;RS/BA/DF/PE/MG/SC/PR;Under development;76;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;Earthood Services Private Limited;10/11/2021;10/10/2031;1st, 11/10/2021 - 10/10/2031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4633;VERRA;Multiple Proponents;Fortaleza Ituxi II REDD+;REDD+;0;0;NA;592928;Agriculture Forestry and Other Land Use;VM0007;AM;Under development;48;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;69185;REDD;AUD/APD;0;NA;12/16/2021;12/15/2051;1st, 16/12/2021 - 15/12/2051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4671;VERRA;Multiple Proponents;TAUARI REDD+ PROJECT;REDD+;0;0;NA;63607;Agriculture Forestry and Other Land Use;VM0015;MT;Under development;36;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;21016;REDD;AUD;0;NA;09/03/2020;09/02/2050;1st, 03/09/2020 - 02/09/2050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4681;VERRA;Multiple Proponents;YBYRÁ REDD+ Project;REDD+;0;0;NA;401491;Agriculture Forestry and Other Land Use;VM0015;PA;Under validation;443;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;76481;REDD;AUD;0;Ruby Canyon Engineering;01/31/2022;01/30/2052;1st, 31/01/2022 - 30/01/2052;NA;NA;NA;Under validation and verification;Reduced Emissions from Deforestation and Degradation;Ruby Canyon Engineering;CCB Third Edition;NA;NA;1;Ruby Canyon Engineering;NA;NA;NA;NA;NA;NA
4687;VERRA;Multiple Proponents;Tueré REDD+ Project;REDD+;0;0;NA;745403;Agriculture Forestry and Other Land Use;VM0015;PA;Under validation;222;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;135342;REDD;AUD;0;Earthood Services Private Limited;08/31/2022;08/30/2052;1st, 31/08/2022 - 30/08/2052;NA;NA;NA;Under validation;Reduced Emissions from Deforestation and Degradation;Earthood Services Private Limited;CCB Third Edition;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4729;VERRA;SADA PARTICIPAÇÕES LTDA;Reforestation activities in Brazil for carbon removals from the atmosphere;Forestry, non REDD+;0;0;NA;4391;Agriculture Forestry and Other Land Use;AR-ACM0003;GO;Under development;24;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;1311;ARR;NA;0;NA;12/11/2020;12/10/2057;1st, 11/12/2020 - 10/12/2057;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
